timestamp,date,content,ping_ms,client_index,client_seed,dead_reckoning,reconciliation,config_snapshot
2026-07-07 15:39:45.072968,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 20, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.15000000000000002, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.15000000000000002, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [2.5022205322328217, -0.1824912401430157], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.05}}, ""player_id"": 0, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.0589619, ""packet_id"": 10, ""packet_type"": ""world_state""}",0.0,0,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.135991,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 21, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.2, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.2, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-4.995558935534357, -0.3649824802860314], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.1}}, ""player_id"": 1, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.1209655, ""packet_id"": 13, ""packet_type"": ""world_state""}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.135991,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 21, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.2, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.2, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-4.995558935534357, -0.3649824802860314], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.1}}, ""player_id"": 0, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.1209655, ""packet_id"": 12, ""packet_type"": ""world_state""}",0.0,0,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.198987,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 22, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.25, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.25, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-12.493338403301536, -0.5474737204290472], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.15000000000000002}}, ""player_id"": 1, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.1849847, ""packet_id"": 15, ""packet_type"": ""world_state""}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.198987,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 22, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.25, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.25, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-12.493338403301536, -0.5474737204290472], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.15000000000000002}}, ""player_id"": 0, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.1849847, ""packet_id"": 14, ""packet_type"": ""world_state""}",0.0,0,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.247164,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 23, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.3, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.3, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-19.991117871068713, -0.7299649605720628], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.2}}, ""player_id"": 0, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.246165, ""packet_id"": 16, ""packet_type"": ""world_state""}",0.0,0,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.247164,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 23, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.3, ""health"": 90}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.3, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-19.991117871068713, -0.7299649605720628], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.2}}, ""player_id"": 1, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.246165, ""packet_id"": 17, ""packet_type"": ""world_state""}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.253163,2026-07-07,"Received: {""action"": ""fire"", ""damage"": 10, ""bullet_speed"": 150, ""angle"": 175.25010755222667, ""client_send_time"": 1783406385.251164, ""target_id"": ""0"", ""target_position"": [0.0, 0.0], ""packet_id"": 10, ""packet_type"": ""input"", ""sender_id"": 1}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.312177,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 24, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.35, ""health"": 80}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.35, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-27.48889733883589, -0.9124562007150785], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.25}, ""bullet_1_1783406385310"": {""position"": [2.5257575654601734, 0.621047526139648], ""velocity"": [-149.48484869079653, 12.420950522792959], ""damage"": 10, ""creattime"": 0.05}}, ""player_id"": 1, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.3111784, ""packet_id"": 20, ""packet_type"": ""world_state""}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.324184,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 24, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.35, ""health"": 80}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.35, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-27.48889733883589, -0.9124562007150785], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.25}, ""bullet_1_1783406385310"": {""position"": [2.5257575654601734, 0.621047526139648], ""velocity"": [-149.48484869079653, 12.420950522792959], ""damage"": 10, ""creattime"": 0.05}}, ""player_id"": 0, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.3111784, ""packet_id"": 19, ""packet_type"": ""world_state""}",0.0,0,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.376414,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 25, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.39999999999999997, ""health"": 80}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.39999999999999997, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-34.98667680660307, -1.0949474408580941], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.3}, ""bullet_1_1783406385310"": {""position"": [-4.948484869079653, 1.242095052279296], ""velocity"": [-149.48484869079653, 12.420950522792959], ""damage"": 10, ""creattime"": 0.1}}, ""player_id"": 0, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.372415, ""packet_id"": 21, ""packet_type"": ""world_state""}",0.0,0,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.386418,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 25, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.39999999999999997, ""health"": 80}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.39999999999999997, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-34.98667680660307, -1.0949474408580941], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.3}, ""bullet_1_1783406385310"": {""position"": [-4.948484869079653, 1.242095052279296], ""velocity"": [-149.48484869079653, 12.420950522792959], ""damage"": 10, ""creattime"": 0.1}}, ""player_id"": 1, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.372415, ""packet_id"": 22, ""packet_type"": ""world_state""}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
2026-07-07 15:39:45.448947,2026-07-07,"Sent: {""type"": ""world_state"", ""tick"": 26, ""state"": {""0"": {""position"": [0.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.44999999999999996, ""health"": 80}, ""1"": {""position"": [10.0, 0.0], ""velocity"": [0, 0], ""damage"": 0, ""creattime"": 0.44999999999999996, ""health"": 100}, ""bullet_1_1783406385057"": {""position"": [-42.48445627437025, -1.2774386810011098], ""velocity"": [-149.95558935534356, -3.649824802860314], ""damage"": 10, ""creattime"": 0.35}, ""bullet_1_1783406385310"": {""position"": [-12.42272730361948, 1.863142578418944], ""velocity"": [-149.48484869079653, 12.420950522792959], ""damage"": 10, ""creattime"": 0.15000000000000002}}, ""player_id"": 1, ""dead_reckoning"": false, ""reconciliation"": false, ""latency_ms"": 0.0, ""server_send_time"": 1783406385.4339402, ""packet_id"": 24, ""packet_type"": ""world_state""}",0.0,1,42,False,False,"{""TICK_RATE"": 20, ""TICK_TIME"": 0.05, ""LATENCY_MS"": 0, ""JITTER_MS"": 20, ""PACKET_LOSS"": 0.1, ""SEED"": 42, ""DEAD_RECKONING_ENABLED"": false, ""RECONCILIATION_ENABLED"": false, ""RECONCILE_INTERVAL"": 0.5, ""SIMULATION_TIME"": 30, ""WORLD_SIZE"": [1000, 1000], ""PLAYER_SPEED"": 200.0, ""SERVER_HOST"": ""127.0.0.1"", ""SERVER_PORT"": 65432, ""CLIENT_PORT"": 65433}"
